age,gender,category,difficulty,noofquestions,correctcount,incorrectcount,noofattemptinquestionsinsublevel1,noofattemptinquestionsinsublevel2,noofattemptinquestionsinsublevel3,noofattemptinquestionsinsublevel4,noofcorrectquestionsinsublevel1,noofcorrectquestionsinsublevel2,noofcorrectquestionsinsublevel3,noofcorrectquestionsinsublevel4,avrgresponsetimeforsublevel1questions,avrgresponsetimeforsublevel2questions,avrgresponsetimeforsublevel3questions,avrgresponsetimeforsublevel4questions,quizmark,quizcompletationtime,readiness
12,male,substraction,advanced,15,13,2,1,3,1,1,0,2,0,0,30.31535692,21.78486701,15.8249184,24.0552096,10,12.19069738,1
4,female,substraction,intermediate,15,13,2,2,1,1,5,2,1,1,5,11.70421006,10.09407027,20.55224279,27.76256062,10,22.04934361,1
11,male,substraction,intermediate,15,12,3,2,3,3,3,0,2,0,2,9.430238127,10.77119905,29.31932295,22.39370509,9,17.59644491,1
5,female,substraction,beginner,15,12,3,3,3,1,5,2,3,1,4,3.610506408,8.203525426,15.7352461,20.74329758,9,20.14934361,1
5,female,division,beginner,15,12,3,1,2,2,2,1,2,0,0,22.59149212,19.08463385,25.43664754,43.14520964,7,18.90694335,1
8,male,addition,beginner,15,13,2,3,2,2,1,2,2,1,1,3.654176463,9.234825204,10.8592055,12.61771174,7,15.32539169,1
8,male,multipication,beginner,15,13,2,2,1,2,1,0,0,2,1,16.06165266,33.19783753,40.79104678,16.4119826,10,9.678702529,1
4,male,addition,beginner,15,15,0,2,3,2,1,0,3,1,1,1.901369548,9.40580183,21.8817187,13.99727599,10,12.97592928,1
4,female,substraction,beginner,15,15,0,3,3,3,4,3,3,1,4,3.55238828,4.326184801,18.85092998,32.13233473,10,23.6125522,1
10,female,substraction,advanced,15,14,1,2,3,3,4,0,1,1,1,23.89785702,28.75740011,36.48943323,33.53497869,10,17.99699433,1
11,female,division,advanced,15,15,0,1,1,1,2,1,0,0,2,84.65695424,8.107985452,17.4356993,88.19167315,9,6.053047051,1
15,female,multipication,intermediate,15,14,1,3,1,2,3,1,1,2,3,37.73623808,73.08928534,35.93194102,86.63764435,8,24.86297466,1
13,male,division,beginner,15,15,0,3,2,2,1,0,1,0,0,15.66749339,29.03101178,24.60258669,5.677129571,8,1.688951306,1
10,male,addition,advanced,15,13,2,3,3,3,5,3,2,2,4,17.76054501,28.41213076,24.55749939,37.23041188,8,34.52661684,1
8,male,division,beginner,15,14,1,1,2,3,2,0,2,3,0,10.53513146,19.82977584,33.55373345,51.12054649,8,3.981584243,1
4,female,addition,intermediate,15,15,0,1,1,2,2,0,0,1,0,4.04026295,20.37449614,30.49312542,27.00798544,8,25.03667067,1
10,female,division,intermediate,15,15,0,3,2,3,2,2,0,0,0,24.35125202,34.97428215,54.73985927,76.73260292,9,18.30854347,1
14,female,addition,intermediate,15,12,3,1,3,3,3,1,0,0,2,6.485077722,14.28817755,31.37714176,32.06748811,8,27.891721,1
4,male,substraction,intermediate,15,13,2,2,2,2,2,0,2,1,1,6.228970472,17.38039109,26.2554232,22.52226244,10,4.646733665,1
12,female,substraction,beginner,15,13,2,1,3,1,5,1,2,1,4,2.354716458,7.381932793,4.10149004,13.01630527,10,20.35260221,1
6,male,substraction,intermediate,15,13,2,1,1,2,4,1,0,1,3,14.87617778,20.96089998,16.93105156,19.48077092,7,13.17907043,1
13,male,division,advanced,15,13,2,3,3,2,2,0,1,0,1,9.936345999,72.43674163,75.58895222,115.0172003,10,30.63749434,1
3,female,substraction,beginner,15,14,1,3,3,1,1,2,1,1,1,4.521085351,9.719479479,2.058401269,19.5821073,7,5.126990002,1
10,female,substraction,intermediate,15,13,2,2,3,2,4,0,1,2,2,6.181509557,12.32688479,18.88885123,36.02437062,9,10.48783915,1
3,male,division,advanced,15,12,3,3,1,2,3,0,1,1,1,20.783936,27.17824865,45.12094498,89.75682134,10,17.16602417,1
15,male,division,beginner,15,14,1,2,1,1,2,2,1,1,0,18.84350655,10.43060973,36.73203095,46.78362383,8,18.94145386,1
5,male,multipication,beginner,15,15,0,3,3,1,4,1,0,0,3,13.94885587,18.66680792,9.833610912,28.70854201,7,13.99431779,1
9,male,substraction,intermediate,15,15,0,3,1,1,5,1,1,0,3,9.997614031,12.16112726,10.36762284,34.52522789,10,16.92945396,1
7,male,multipication,advanced,15,12,3,1,3,1,1,1,2,0,1,87.24061296,95.12781956,116.8813937,94.24763787,10,19.50145662,1
15,female,division,intermediate,15,14,1,1,3,2,2,0,0,0,1,31.99618747,44.20180621,48.53135526,20.16452914,8,26.83443697,1
9,female,addition,intermediate,15,13,2,1,2,2,2,0,1,0,1,12.03292694,12.62274172,25.04572281,30.21708043,7,12.04887695,1
10,female,substraction,advanced,15,13,2,2,2,2,4,1,2,1,1,14.15431073,8.827775401,32.37358091,38.09732319,10,8.11629362,1
4,female,division,intermediate,15,12,3,2,2,3,1,1,2,1,0,13.50048866,14.12499284,47.89414186,23.38609515,8,11.05520012,1
8,female,substraction,beginner,15,12,3,1,3,3,1,1,1,2,0,3.499900074,6.003446568,14.60373206,5.083612867,7,20.09229864,1
10,male,substraction,intermediate,15,12,3,2,3,2,5,1,2,0,2,3.072173464,8.425734177,16.50882656,22.63096688,9,4.524269184,1
8,male,addition,advanced,15,13,2,3,1,2,5,2,1,0,4,29.32849506,39.70174283,28.1083563,20.55367127,8,16.12671063,1
14,male,multipication,beginner,15,14,1,1,3,1,4,1,3,1,2,20.50143821,13.10266986,42.79849998,32.2443236,9,12.61627418,1
10,female,division,intermediate,15,13,2,2,2,3,5,2,0,3,1,12.83070454,30.61090132,19.8498088,70.05805201,9,17.05083399,1
14,female,substraction,beginner,15,12,3,2,1,3,1,2,1,1,0,2.191473484,2.36299238,15.5131424,17.26701519,8,14.86408764,1
4,male,addition,intermediate,15,15,0,2,2,2,1,1,0,2,1,11.81237792,21.01958005,10.89537526,18.87318583,10,29.07459828,1
12,male,multipication,beginner,15,13,2,2,1,2,3,1,1,0,0,10.69295749,16.9312673,22.10855768,10.69788335,9,26.03283136,1
7,male,multipication,intermediate,15,15,0,3,2,3,1,1,2,1,1,38.52064046,21.40078122,41.8833649,16.68732684,8,14.41881243,1
5,female,addition,advanced,15,14,1,3,3,2,4,1,0,2,3,18.8168981,5.311518313,35.9289845,28.86108306,8,11.644982,1
12,male,multipication,advanced,15,13,2,2,1,2,4,1,0,1,1,77.32813583,67.56354732,86.08178723,98.75707343,7,28.06622719,1
10,female,multipication,beginner,15,13,2,1,3,3,5,1,1,3,1,24.42434834,22.43026538,40.57448154,30.11456525,7,26.27530104,1
11,female,multipication,advanced,15,14,1,3,1,2,3,1,0,1,1,57.773658,34.51238184,55.32712897,94.23566429,8,25.19463456,1
9,female,substraction,beginner,15,12,3,2,2,3,4,0,1,0,1,3.09991336,4.573393748,15.11624531,20.12354682,8,10.8273201,1
4,male,multipication,advanced,15,12,3,3,1,1,5,2,0,1,5,64.00021715,90.5068272,69.19991183,52.25849936,8,9.536852432,1
4,female,multipication,intermediate,15,15,0,3,3,1,5,0,1,1,2,27.52807266,35.36936597,37.22335147,55.01892636,10,27.88063602,1
14,female,division,advanced,15,14,1,1,2,2,5,0,2,1,0,66.858843,82.24706465,90.79753458,35.91592544,9,33.53520972,1
14,female,addition,intermediate,15,15,0,2,2,1,2,0,0,0,2,6.073118603,9.088889659,22.73721879,14.26327545,7,7.974170941,1
3,male,division,beginner,15,12,3,2,2,3,5,1,2,0,2,7.493588552,26.49999701,24.66778038,24.4631838,8,29.5751108,1
3,female,addition,intermediate,15,12,3,1,3,1,5,1,3,1,4,5.817447288,14.43475935,12.20027999,11.89669542,7,13.75774214,1
10,male,substraction,beginner,15,13,2,1,2,2,3,1,0,0,0,1.120771791,3.240520077,16.23182294,15.91339597,9,17.04779642,1
14,female,addition,intermediate,15,13,2,2,2,1,4,1,2,1,0,8.467906856,7.991274097,29.50532879,13.37080126,10,12.58491608,1
11,female,multipication,advanced,15,15,0,3,2,1,3,0,0,1,3,56.46406155,83.95370229,121.9049288,102.0825941,7,31.67337894,1
14,female,substraction,advanced,15,14,1,3,1,3,3,0,1,2,3,27.8015055,15.62141921,22.14452533,41.03382556,8,31.71841561,1
12,male,addition,advanced,15,12,3,2,1,1,5,2,1,1,3,16.70127282,38.30421712,57.48061541,27.68286859,8,13.26361113,1
11,female,substraction,advanced,15,12,3,1,2,2,2,0,0,0,1,3.184020128,16.99039737,36.09642546,18.90802046,8,18.98083789,1
3,female,multipication,beginner,15,14,1,1,2,1,5,0,0,1,0,25.19004393,18.39064968,20.86164112,32.45296377,10,11.64183831,1
15,male,substraction,advanced,15,15,0,2,1,1,1,0,1,1,0,23.24163174,2.29335697,34.77583652,34.07585095,10,8.189435512,1
7,female,substraction,intermediate,15,14,1,1,2,3,5,1,0,0,2,12.94178696,6.896934485,13.83157927,29.98059574,8,2.056646887,1
13,male,division,advanced,15,14,1,3,3,2,4,0,2,2,0,72.81985757,75.7810199,40.65431763,57.44657264,9,35.00773931,1
11,male,multipication,intermediate,15,12,3,3,3,1,1,3,3,0,0,39.52782652,49.38436873,46.59966672,52.85666181,10,26.6311507,1
9,male,multipication,advanced,15,12,3,2,2,1,2,1,0,0,0,31.46870071,66.39957682,134.459834,36.94555337,7,13.28892564,1
5,male,multipication,beginner,15,14,1,3,1,3,4,1,1,2,2,15.66742574,37.650976,22.23074698,26.14548929,9,21.62541779,1
6,male,division,beginner,15,14,1,2,1,2,2,2,1,1,1,10.2840429,20.37933444,34.01350448,24.77642829,9,6.356354493,1
11,male,multipication,beginner,15,13,2,1,1,3,3,0,1,2,1,27.92053271,19.1341121,30.6791908,41.87802861,8,17.98910864,1
12,female,division,intermediate,15,15,0,2,2,2,4,1,2,1,0,44.27504347,25.15566542,22.42045329,39.44963553,7,16.3024819,1
14,female,substraction,advanced,15,15,0,1,1,1,5,0,0,1,2,36.93815409,9.327152786,40.31465007,34.33354995,10,23.33646675,1
7,female,substraction,advanced,15,13,2,1,1,1,2,0,1,0,0,38.00336983,39.03711563,9.205634306,38.36377729,7,12.90281713,1
4,female,substraction,intermediate,15,12,3,1,2,1,2,0,2,0,2,4.654614335,12.32684057,25.09753562,16.6280852,10,22.69233395,1
8,female,substraction,intermediate,15,12,3,2,1,3,5,1,1,0,4,8.098705365,15.93900926,23.91949697,19.13212788,7,14.13701372,1
13,male,division,advanced,15,13,2,2,1,2,2,1,0,2,2,60.85256713,93.238056,94.59191426,58.49591921,9,27.2256172,1
6,male,addition,advanced,15,12,3,2,3,2,3,2,0,1,1,21.24319227,36.11263848,13.24324276,23.08757873,10,19.40589519,1
12,male,addition,advanced,15,12,3,2,1,2,1,2,1,0,0,13.70922449,21.80999858,50.82852581,34.17591114,9,31.25439966,1
5,female,addition,beginner,15,14,1,2,2,2,5,1,2,2,4,3.17274722,10.10455607,14.44171642,18.17131553,8,2.284671133,1
7,male,addition,beginner,15,14,1,1,2,3,2,0,0,3,1,2.074966448,8.575696357,15.17897319,29.0766175,9,18.31523629,1
3,male,division,advanced,15,15,0,1,1,1,5,1,0,1,1,108.8966199,78.36745696,103.6198607,47.15165881,7,28.12829058,1
9,female,division,advanced,15,12,3,1,2,3,3,0,2,1,3,96.61193795,19.68694965,75.21464608,47.04894181,10,20.95140049,1
7,male,multipication,advanced,15,14,1,2,2,1,1,2,2,0,0,69.00944605,75.42363201,47.54773599,102.307274,10,8.268251238,1
11,male,addition,intermediate,15,12,3,3,3,1,1,3,2,1,0,7.803950759,16.22585873,20.91495486,7.815822573,10,18.31560308,1
4,male,division,intermediate,15,14,1,1,3,1,4,0,3,0,1,37.1803687,40.08471366,84.39287811,62.93885125,7,20.83495708,1
8,male,division,beginner,15,14,1,3,3,3,5,0,3,3,4,16.49309982,16.08715072,14.44263922,30.11666634,9,12.82343907,1
12,male,division,beginner,15,12,3,3,1,3,1,0,0,2,1,16.52020586,36.02901151,35.75343615,28.39563877,7,17.536574,1
13,female,division,beginner,15,13,2,1,3,1,1,0,0,0,0,10.1426787,8.022448931,42.43534524,41.99045369,9,19.36872113,1
11,female,addition,advanced,15,13,2,2,2,1,5,1,2,0,1,27.77238238,36.64204166,3.425012695,19.71573498,10,21.1823685,1
6,female,division,intermediate,15,14,1,2,2,3,5,2,2,0,5,18.6677818,13.43535412,38.99135736,73.13996321,8,27.08981468,1
11,male,division,beginner,15,15,0,2,3,2,4,1,0,2,3,17.91800522,21.82619514,8.324545504,23.05147432,8,10.0095464,1
13,female,multipication,advanced,15,15,0,1,2,1,2,0,2,0,0,87.85507307,5.900643391,79.55625938,36.84002859,8,23.78793712,1
9,male,substraction,intermediate,15,14,1,2,1,2,2,1,1,0,2,6.890168237,3.37213155,22.1717987,36.11554781,10,17.24467877,1
5,female,addition,intermediate,15,14,1,1,1,1,1,0,0,0,0,1.027608538,1.043109455,32.5610132,28.57955999,7,11.78322232,1
5,male,multipication,intermediate,15,14,1,2,2,2,5,2,0,1,3,34.47056362,28.85474537,53.83910106,37.49768,8,13.60328311,1
12,female,division,intermediate,15,14,1,2,3,1,2,2,2,0,1,16.40679223,31.41102088,63.44677658,49.22394201,9,18.04021666,1
13,female,substraction,beginner,15,15,0,1,2,1,2,0,1,0,0,2.815731371,5.063199907,29.36833299,34.64039063,8,5.408806245,1
11,female,addition,advanced,15,13,2,1,2,3,3,1,0,0,2,16.03645734,34.11756555,32.57277281,35.4887881,7,5.184638264,1
9,female,substraction,beginner,15,13,2,3,1,2,1,2,0,1,0,2.424290072,10.63823716,20.36283111,28.2699689,9,5.392389352,1
15,male,addition,beginner,15,15,0,3,1,3,1,3,1,3,0,3.660856082,3.153310272,18.37102138,27.20171305,9,8.909691357,1
9,female,substraction,advanced,15,12,3,3,2,3,1,1,0,1,1,19.72831153,20.30346994,33.18970556,46.78468109,7,11.76508331,1
9,male,addition,advanced,15,14,1,1,3,3,4,1,3,1,1,34.88384691,37.77747875,36.44035407,28.88321432,10,11.83625609,1
13,male,division,beginner,15,15,0,3,1,1,3,0,1,1,1,21.7991454,10.23141159,49.72355953,22.70249964,9,24.8085149,1
13,female,substraction,beginner,15,15,0,2,2,2,4,1,1,0,2,3.766194125,3.278497072,7.390633106,19.81442512,7,15.18079331,1
11,female,addition,beginner,15,15,0,3,1,3,5,1,1,1,3,2.994319433,9.115711256,21.65223569,21.2382381,7,14.13661642,1
11,male,addition,intermediate,15,13,2,3,2,3,4,3,0,2,0,8.689167862,13.38231686,18.19795813,30.48550367,8,17.25243741,1
4,female,addition,advanced,15,12,3,3,1,3,4,1,1,3,3,22.90813136,28.67620106,28.28210429,26.39276222,10,22.56156418,1
6,female,addition,beginner,15,13,2,2,1,1,1,1,1,1,1,3.017290707,11.64468198,7.814295201,8.614811227,7,24.65227733,1
15,female,substraction,intermediate,15,14,1,3,3,1,2,0,3,1,1,7.42069147,10.33400693,25.8658803,15.64372298,10,28.05841002,1
13,female,substraction,beginner,15,15,0,2,2,1,1,2,1,1,0,3.37042956,9.138450896,17.2208574,12.52956769,9,19.9427158,1
6,male,addition,beginner,15,12,3,1,3,1,3,0,0,0,0,3.09691594,11.53023688,7.270465921,22.37988807,10,15.13907901,1
13,male,multipication,beginner,15,12,3,2,2,1,1,0,2,1,0,27.51990694,5.158028183,16.4967952,3.299200619,8,18.26857315,1
10,male,multipication,beginner,15,12,3,3,3,3,2,0,1,3,1,18.97305532,15.43654214,21.67039762,13.13783144,9,9.281949805,1
5,male,addition,advanced,15,14,1,3,3,1,2,3,2,0,0,15.26180427,18.87457303,30.72894171,16.15529872,7,33.84639025,1
11,female,multipication,intermediate,15,13,2,1,1,1,4,0,1,1,1,38.40740931,23.77487089,17.99371519,71.00764722,9,20.48735911,1
8,female,substraction,beginner,15,15,0,1,2,2,2,0,2,2,2,1.229354803,3.501211561,7.896494761,5.924746716,7,25.50647571,1
5,female,addition,beginner,15,12,3,1,3,3,1,0,0,0,0,4.956491141,9.142165286,18.40811838,5.172607652,9,3.589554962,1
4,male,addition,beginner,15,12,3,2,1,1,5,0,0,0,1,2.818218691,13.45480681,7.092973021,20.40490427,10,5.658326145,1
6,male,substraction,intermediate,15,13,2,2,2,1,4,2,2,0,0,10.46063755,11.75630746,14.0380439,26.43498591,8,2.372871489,1
10,male,substraction,intermediate,15,13,2,1,1,3,1,1,0,0,0,11.57000469,9.152864797,18.65095903,6.603385264,10,27.66667675,1
5,male,division,advanced,15,13,2,3,1,3,4,2,1,0,4,11.96467423,43.95487413,54.16635536,70.46579192,8,20.66148071,1
8,female,addition,beginner,15,15,0,1,1,1,5,0,1,0,2,1.096102638,11.81349775,27.49856573,24.60863159,10,9.829588393,1
12,female,multipication,intermediate,15,12,3,2,1,2,4,1,0,1,4,34.13487906,69.53781385,57.40886443,24.15281329,7,6.381915743,1
11,male,addition,beginner,15,13,2,1,2,3,2,0,2,1,1,3.012250737,7.848605675,22.2280104,18.81255336,7,1.676618431,1
15,male,multipication,advanced,15,13,2,3,3,1,1,1,3,0,1,65.33619253,59.79052483,109.4497695,40.06568687,9,23.68495977,1
13,female,division,beginner,15,15,0,1,3,2,4,0,2,0,4,7.199326648,12.62793308,22.23326503,39.63589222,10,10.97383191,1
13,male,multipication,advanced,15,14,1,1,1,2,3,1,1,0,0,108.7988095,16.06820923,102.8836349,87.88826108,10,34.40857201,1
13,female,addition,beginner,15,15,0,2,3,1,1,1,0,0,0,1.557326455,5.500537983,6.59849608,21.7480315,9,22.53498749,1
5,female,substraction,intermediate,15,12,3,2,3,2,1,0,2,1,0,10.85738743,10.65416532,8.655607505,9.437687631,9,13.23176369,1
11,male,substraction,intermediate,15,15,0,3,2,2,3,2,1,0,1,11.3872027,18.0741649,24.30087622,24.48357119,9,18.54955717,1
4,female,division,intermediate,15,15,0,1,3,2,1,0,1,2,1,4.2924234,36.95403213,40.38996689,90.89148575,9,14.07951295,1
11,female,substraction,advanced,15,14,1,2,1,3,5,2,0,0,4,5.610327078,8.769989213,21.28142451,41.27866164,7,14.80961093,1
7,male,substraction,beginner,15,13,2,1,3,2,5,0,2,2,4,3.868163584,12.46296241,13.21993472,20.65774471,8,13.93047575,1
14,female,division,advanced,15,12,3,3,2,2,4,0,1,2,2,89.10360669,69.49010043,63.82776169,67.92359012,10,8.076464482,1
10,female,substraction,intermediate,15,12,3,2,3,3,4,0,3,2,0,9.336768798,15.48747677,13.2525295,18.56443353,7,20.62202141,1
9,male,multipication,beginner,15,15,0,1,1,3,4,1,1,3,1,15.97492765,36.47012685,9.415680752,37.59003384,10,0.979337964,1
6,male,division,advanced,15,15,0,3,3,1,4,0,1,1,2,74.51982921,116.1606644,129.3045931,41.30706916,7,30.18582055,1
7,female,multipication,beginner,15,13,2,2,3,1,4,2,3,0,2,13.95036767,12.4666253,43.27718208,20.60625284,9,16.74251638,1
6,male,addition,beginner,15,15,0,1,2,2,2,1,1,0,2,3.800882535,3.477639752,7.309592033,15.87185274,10,4.04917984,1
11,female,multipication,intermediate,15,13,2,1,1,3,1,1,1,3,0,37.75099593,65.66153414,42.63430975,65.07820051,10,20.19463276,1
3,male,addition,beginner,15,12,3,3,3,2,4,0,1,1,2,2.15301356,4.467848424,21.70797867,11.29699151,9,23.13981637,1
3,male,multipication,intermediate,15,13,2,2,1,2,3,0,0,0,3,43.62229465,23.88736072,30.83982422,34.0748317,9,22.11597713,1
11,female,division,intermediate,15,13,2,1,2,2,3,1,2,2,0,41.42261242,47.50531124,69.68732863,54.32672852,9,6.087338327,1
4,female,substraction,intermediate,15,12,3,3,3,2,2,3,0,1,0,8.828195138,17.57602051,25.48958373,12.9628592,8,27.1506973,1
15,female,multipication,advanced,15,14,1,3,2,3,4,1,2,1,0,42.7010603,72.9549361,43.67535551,36.21989681,7,7.107979067,1
4,female,multipication,beginner,15,15,0,2,1,1,1,2,0,0,1,20.0251077,12.98478491,14.65121789,6.180288803,10,6.310062713,1
14,female,substraction,intermediate,15,14,1,3,2,2,5,3,2,2,4,5.890853739,4.753585265,25.03636339,15.73108578,10,10.56470726,1
10,male,addition,advanced,15,12,3,3,3,2,4,2,2,2,1,18.75245256,32.37737276,18.03155166,37.2910329,7,23.13100348,1
7,female,multipication,advanced,15,14,1,1,2,3,4,0,0,2,3,95.32828227,83.9358414,104.3971325,67.23965118,7,38.28362024,1
10,male,division,intermediate,15,14,1,2,3,1,5,1,3,0,4,29.24420645,50.48816482,55.47023819,47.97468394,9,22.78818335,1
10,female,division,intermediate,15,14,1,2,1,1,5,1,1,0,0,47.86606613,41.26137734,43.1858594,64.8853448,7,20.30109599,1
15,male,division,intermediate,15,13,2,3,3,1,4,1,3,1,1,19.39321106,46.52655474,23.97248179,38.17579574,10,3.726965316,1
10,male,multipication,advanced,15,12,3,2,1,3,4,0,1,2,3,8.550877757,8.476943457,84.58525074,79.51928707,8,28.37486906,1
14,male,multipication,advanced,15,14,1,1,1,3,1,1,0,0,0,73.75600376,97.18227001,99.3892452,17.9519652,8,18.45958046,1
12,female,multipication,beginner,15,15,0,3,1,3,2,2,0,3,2,20.48195057,4.52753003,17.53412511,24.40189439,8,6.009517716,1
13,female,addition,beginner,15,15,0,2,3,2,4,2,2,1,4,3.835116028,5.567525854,17.37023454,22.84104898,8,26.97515861,1
6,male,substraction,advanced,15,13,2,2,1,1,5,2,0,0,1,20.68468984,38.6823532,18.44914274,37.36829204,9,26.12908419,1
6,male,addition,intermediate,15,13,2,2,2,2,4,2,0,1,0,6.870710634,10.45099419,23.69357065,28.98860078,7,22.1878606,1
13,female,division,beginner,15,12,3,1,3,1,1,0,0,0,0,3.921916648,14.21488296,34.37370409,36.72512487,7,25.16550508,1
5,female,substraction,advanced,15,13,2,3,2,1,1,3,0,0,1,19.65331372,10.53742054,30.72731594,41.93277543,8,36.61584876,1
5,female,division,advanced,15,13,2,2,1,1,1,1,1,1,1,66.22884004,34.26741994,66.9812154,60.98528841,10,25.0546928,1
10,female,addition,beginner,15,15,0,3,2,3,5,0,2,3,0,2.070886271,10.77700455,18.64340079,20.56533821,9,20.70346007,1
8,male,substraction,advanced,15,12,3,3,2,3,4,2,0,1,2,30.43124319,5.107201522,19.93993519,45.68331614,8,11.46871578,1
6,female,substraction,beginner,15,14,1,2,3,1,4,2,3,0,1,2.442255544,7.258967778,19.08686504,28.34457884,9,23.42580514,1
14,male,division,beginner,15,15,0,3,2,1,3,0,2,0,1,10.12070285,12.60027696,21.60501381,23.96539378,9,2.987134462,1
5,male,division,intermediate,15,13,2,2,1,1,3,2,1,1,3,42.03581261,25.4262032,3.468659431,33.35775953,7,12.86344447,1
3,male,division,beginner,15,13,2,2,2,2,1,2,0,1,1,22.84360119,37.80247192,17.34614821,6.454156796,8,9.25761224,1
15,female,addition,advanced,15,13,2,1,1,1,2,0,0,0,0,12.4516458,41.66716445,33.30963184,64.26360053,10,27.60858853,1
6,male,multipication,beginner,15,13,2,2,2,2,1,2,1,2,0,12.9257916,23.82694879,20.75704402,7.646024029,7,2.21210308,1
3,male,substraction,advanced,15,12,3,1,2,3,2,0,2,1,1,29.07129111,21.46393384,28.35727702,18.84289371,9,9.810143383,1
10,female,multipication,beginner,15,15,0,3,1,1,4,1,0,0,3,16.96257721,8.601871149,16.07322757,37.39044216,10,20.89374447,1
8,female,substraction,intermediate,15,13,2,1,2,2,3,0,0,0,1,1.70061859,11.51875923,24.64388357,23.04671497,9,27.88378432,1
7,female,substraction,advanced,15,12,3,2,1,3,4,1,0,1,0,23.39358185,28.21696971,24.61270889,28.81518613,9,25.82657953,1
3,male,substraction,beginner,15,15,0,3,3,1,1,2,0,0,0,3.882056926,6.831422013,1.70167036,9.859500207,7,21.16501814,1
15,male,addition,beginner,15,14,1,2,1,3,2,2,1,3,2,3.031943124,4.586598104,12.59860214,19.63949255,8,10.6480316,1
4,male,addition,intermediate,15,15,0,3,2,2,1,0,0,2,1,8.821145374,6.115688344,23.89178495,1.203878359,7,3.699323316,1
7,male,addition,beginner,15,14,1,3,3,3,1,2,0,3,0,2.810938189,9.967468068,21.17034725,31.24845774,8,2.513065801,1
8,male,addition,advanced,15,15,0,3,3,1,5,2,0,0,0,19.78972241,30.83196956,35.82159237,26.25337643,7,14.08764981,1
12,male,addition,intermediate,15,13,2,2,2,3,4,1,0,0,2,5.464982456,19.80868993,21.71731162,22.9698281,7,0.070937328,1
13,male,addition,intermediate,15,14,1,2,3,1,3,1,1,0,3,7.534019753,12.21534579,25.79286945,23.26775241,8,21.64582089,1
13,male,multipication,beginner,15,13,2,2,2,2,1,2,0,1,1,8.86289052,14.48613859,23.03855113,46.95032345,8,11.3446485,1
14,male,addition,intermediate,15,14,1,3,3,1,5,3,1,0,5,6.296921242,7.200754058,13.29824748,19.14162881,10,19.74033583,1
11,male,division,intermediate,15,15,0,3,1,2,3,3,1,1,2,53.25986146,51.81182747,58.37193369,44.38229317,8,2.616455421,1
7,female,substraction,beginner,15,15,0,1,1,3,3,1,1,1,2,2.08111293,11.19747533,13.65735649,21.96537238,7,8.384814728,1
3,male,substraction,beginner,15,14,1,1,3,3,1,0,0,1,0,1.613043814,11.64349057,20.19194239,33.63364457,9,5.449564646,1
11,male,addition,advanced,15,13,2,1,1,2,4,0,1,2,4,39.18438446,39.91225466,25.37305286,36.73898376,7,30.58491832,1
5,male,addition,intermediate,15,14,1,1,1,1,3,0,1,1,2,11.31153918,13.95575576,3.807156963,24.38400664,10,26.35228924,1
14,male,substraction,beginner,15,13,2,3,2,3,5,1,2,0,0,2.508659947,2.159927991,12.16425398,15.87621252,8,0.286118874,1
9,male,substraction,intermediate,15,15,0,3,2,3,5,3,0,2,3,7.398571748,10.10993519,24.07436585,22.71758299,7,2.006303176,1
6,male,multipication,advanced,15,12,3,3,1,3,5,1,0,1,4,80.45598263,29.74933408,76.57738056,66.63284114,7,25.45487684,1
7,female,multipication,beginner,15,14,1,1,3,3,5,1,3,0,2,24.84346632,28.38581537,24.18615616,37.80119135,8,14.7811772,1
10,male,multipication,advanced,15,13,2,2,2,2,5,1,0,2,4,30.03298253,107.1116443,65.93982458,100.4619885,7,34.52737348,1
11,female,substraction,advanced,15,13,2,1,2,3,4,1,1,2,0,19.08137605,23.47520065,33.68386787,28.67103757,10,12.36071789,1
5,female,substraction,beginner,15,14,1,3,1,2,3,3,0,1,0,1.893482481,8.846538919,17.22105668,9.028474587,8,23.89256641,1
11,female,substraction,intermediate,15,15,0,1,3,3,4,0,0,1,0,5.386821802,7.997862654,19.35922162,15.41659527,9,2.96671362,1
5,female,addition,intermediate,15,13,2,1,3,3,4,1,2,1,2,9.646113928,12.96437499,23.41743487,28.40420736,8,19.02896536,1
15,male,addition,advanced,15,15,0,2,1,2,1,2,0,0,1,4.991290676,6.879733221,14.88459405,24.59593888,10,39.68077773,1
8,male,division,advanced,15,13,2,2,1,1,5,2,1,0,4,48.27876492,6.216086356,104.799017,113.0105054,9,12.19322608,1
8,female,division,intermediate,15,13,2,1,1,3,4,1,1,3,2,26.0615505,56.57581142,71.33021166,34.95785496,9,20.73980391,1
4,female,multipication,intermediate,15,12,3,3,2,3,5,1,2,2,2,38.49067989,39.48363,40.27556145,46.04106868,9,3.167526205,1
3,female,addition,beginner,15,15,0,1,1,3,3,0,0,0,1,3.05404449,1.77282103,12.20255703,19.41013745,10,14.9837171,1
12,male,addition,intermediate,15,14,1,2,3,2,1,2,3,0,1,10.50091812,15.31698518,12.20928421,22.75773593,7,17.70552216,1
11,female,multipication,advanced,15,14,1,3,3,3,4,0,2,0,1,46.0068448,67.97992005,42.89084221,53.46827262,9,15.10286686,1
13,female,division,beginner,15,12,3,3,2,3,4,0,2,1,3,21.79608773,35.41538452,20.08219853,34.07272592,10,13.20780397,1
3,female,division,intermediate,15,14,1,1,1,3,4,0,1,0,3,36.26022084,16.70402272,19.13266444,66.02952247,10,17.44340396,1
